antecedent,consequent,ant_name,coq_name,support,confidence,lift,iteration
[41841],[24961],['Honey Nut Cheerios'],['Organic Garlic'],845,0.030222826281340535,8.970904416762405,109
[35936],[21134],['Organic Jalapeno Pepper'],['Organic Strawberries'],2521,0.11941076165214096,14.654217172893567,109
[26518],[4797],['Organic Grass-Fed Classic Mild Cheddar Macaroni & Cheese'],['Shredded Parmesan'],56,0.03259604190919674,29.24909115411836,109
[ 4797 26518],[21900],"['Shredded Parmesan', 'Organic Grass-Fed Classic Mild Cheddar Macaroni & Cheese']",['Organic Baby Spinach'],7,0.125,16.79501102481079,109
[26518],[24849],['Organic Grass-Fed Classic Mild Cheddar Macaroni & Cheese'],['Banana'],186,0.10826542491268917,7.452690729643482,109
[48675],[34123],['Organic Garnet Sweet Potato (Yam)'],['Organic Italian Parsley Bunch'],3094,0.05676335149613811,30.46104950989596,109
[30388 45004],[47205],"['Organic Cucumber', 'Organic Zucchini']",['Organic Hass Avocado'],2343,0.27005532503457813,41.3489392884223,109
[ 5874 31340],[21900],"['Organic Lemon', 'Shredded Mild Cheddar Cheese']",['Organic Baby Spinach'],226,0.22420634920634921,30.124384854025703,109
[31340],[21900],['Shredded Mild Cheddar Cheese'],['Organic Baby Spinach'],4045,0.1454355876748283,19.54073838718862,109
[ 5874 31340 46663],[24849],"['Organic Lemon', 'Shredded Mild Cheddar Cheese', 'Organic Ginger Root']",['Banana'],16,0.26229508196721313,18.055663914722373,109
[ 5874 35210],[13173],"['Organic Lemon', 'Organic Blues Bread with Blue Cornmeal Crust']",['Bag of Organic Bananas'],46,0.34074074074074073,29.178708200515608,109
[38659],[5874],['Roasted Almond Butter'],['Organic Lemon'],211,0.050843373493975906,18.843381854339803,109
[28051],[47205],['Roasted Red Pepper Hummus With Chips'],['Organic Hass Avocado'],69,0.0777903043968433,11.910694867139219,109
[21900 49231],[27842],"['Organic Baby Spinach', 'Organic Half & Half']",['Organic Whole Milk'],776,0.11338398597311514,26.850111966888825,109
[27963 32997 47622],[21900 24849 27842],"['Organic Raspberries', 'Pure Irish Butter', 'Large Lemon']","['Organic Baby Spinach', 'Banana', 'Organic Whole Milk']",3,0.017045454545454544,113.92530318002156,109
[19054],[13173],['Organic Large Extra Fancy Fuji Apple'],['Bag of Organic Bananas'],24337,0.31178897202008815,26.69947660187475,109
[17791],[30388],['Carrots'],['Organic Cucumber'],4631,0.061555434450307714,24.489733104535123,109
[1890],[13173],['Instant Coffee'],['Bag of Organic Bananas'],326,0.1412478336221837,12.095499094875027,109
[48703],[26206],['Banana Mango Yogurt'],['Limes'],53,0.054979253112033194,12.67795710348207,109
[43207],[21900],['Rolled Oats'],['Organic Baby Spinach'],305,0.2150916784203103,28.89973688331335,109
[26206 27963],[21900],"['Limes', 'Organic Raspberries']",['Organic Baby Spinach'],1963,0.1999388877571807,26.863806593362053,109
[21900 27963],[13173],"['Organic Baby Spinach', 'Organic Raspberries']",['Bag of Organic Bananas'],6758,0.3593151850276478,30.769296659812206,109
[12611 28982],[22932],"['Yellow Grape Tomatoes', 'Michigan Organic Kale']",['Organic Yellow Onion'],29,0.08950617283950617,25.714590598674608,109
[24961],[27842],['Organic Garlic'],['Organic Whole Milk'],8722,0.07655174834995085,18.127983390393823,109
[6636],[10995],['Organic Brown Rice Crisps Cereal'],['Yellow Corn Organic Tortillas'],4,0.0017977528089887641,20.84992894684114,109
[25253 27518],[22932],"['Cultured Low Fat Buttermilk', 'Organic Lacinato (Dinosaur) Kale']",['Organic Yellow Onion'],23,0.12994350282485875,37.33199476745045,109
[25253],[47762],['Cultured Low Fat Buttermilk'],['Organic Avocado'],481,0.08409090909090909,15.437073172777804,109
[25337],[13173],['Large Yellow Flesh Nectarine'],['Bag of Organic Bananas'],2277,0.14603642893791688,12.505561669442379,109
[14126 39981],[13173],"['Organic Chicken Bone Broth', 'Organic Dill']",['Bag of Organic Bananas'],23,0.17557251908396945,15.03483056133438,109
[24961 48771],[13173],"['Organic Garlic', 'Organic Red Cabbage']",['Bag of Organic Bananas'],526,0.246601031411158,21.117226903510197,109
[40703],[5874],['Organic Grape Tomatoes'],['Organic Lemon'],5527,0.06275119780194827,23.256615380555342,109
[48771],[13173],['Organic Red Cabbage'],['Bag of Organic Bananas'],3114,0.1990412272291467,17.044530326975917,109
[19319 25135],[47205],"['Original Flax Milk Dairy Free Protein+', 'Organic Plain Greek Whole Milk Yogurt']",['Organic Hass Avocado'],3,0.375,57.417317104089605,109
[19319],[25135],['Original Flax Milk Dairy Free Protein+'],['Organic Plain Greek Whole Milk Yogurt'],8,0.005442176870748299,15.248513377181858,109
[ 9836 22932 45004],[47205],"['Organic Broccoli', 'Organic Yellow Onion', 'Organic Zucchini']",['Organic Hass Avocado'],207,0.2995658465991317,45.86737922063308,109
[ 9836 41857],[47205],"['Organic Broccoli', 'Sea Salt Baked Potato Chips']",['Organic Hass Avocado'],14,0.1917808219178082,29.364107377433953,109
[ 9836 41857 47205],[21134],"['Organic Broccoli', 'Sea Salt Baked Potato Chips', 'Organic Hass Avocado']",['Organic Strawberries'],3,0.21428571428571427,26.297373459012494,109
[ 9836 26206 41857],[47205],"['Organic Broccoli', 'Limes', 'Sea Salt Baked Potato Chips']",['Organic Hass Avocado'],1,0.1,15.311284561090561,109
[41857],[21134],['Sea Salt Baked Potato Chips'],['Organic Strawberries'],334,0.12070834839176003,14.813458413967282,109
[27518],[19054],['Organic Lacinato (Dinosaur) Kale'],['Organic Large Extra Fancy Fuji Apple'],2532,0.05648255554564112,24.472039729795593,109
[ 5874 19054],[47762],"['Organic Lemon', 'Organic Large Extra Fancy Fuji Apple']",['Organic Avocado'],309,0.05504096900605629,10.10420121785724,109
[13011 30388],[27963],"['Organic Gluten Free Spaghetti', 'Organic Cucumber']",['Organic Raspberries'],22,0.2018348623853211,47.86627634414835,109
[40703],[27963],['Organic Grape Tomatoes'],['Organic Raspberries'],8466,0.09611934875905448,22.795245852705985,109
[21900 46663],[24961],"['Organic Baby Spinach', 'Organic Ginger Root']",['Organic Garlic'],2745,0.24680812803452618,73.25893697919193,109
[13494 24849],[21900],"['Gluten and Dairy Free Sonoma Veggie Burger', 'Banana']",['Organic Baby Spinach'],29,0.18831168831168832,25.301575050364306,109
[26206 45764],[21134],"['Limes', 'Sunny Days Strawberry Snack Bars']",['Organic Strawberries'],67,0.4161490683229814,51.070261500111215,109
[25135 27963 45004],[21134],"['Organic Plain Greek Whole Milk Yogurt', 'Organic Raspberries', 'Organic Zucchini']",['Organic Strawberries'],69,0.375,46.02040355327186,109
[25135 44356 45004],[21134],"['Organic Plain Greek Whole Milk Yogurt', 'Organic Small Bunch Celery', 'Organic Zucchini']",['Organic Strawberries'],19,0.2375,29.146255583738846,109
[18269 45004],[21134],"['Slices Cheddar Cheese', 'Organic Zucchini']",['Organic Strawberries'],30,0.2127659574468085,26.110867264267725,109
[44356 45004],[21900],"['Organic Small Bunch Celery', 'Organic Zucchini']",['Organic Baby Spinach'],2018,0.2736642256577163,36.769549496141224,109
[21900 22932],[13173],"['Organic Baby Spinach', 'Organic Yellow Onion']",['Bag of Organic Bananas'],5741,0.28066487411390856,24.03422157884924,109
[28051 47205],[21134],"['Roasted Red Pepper Hummus With Chips', 'Organic Hass Avocado']",['Organic Strawberries'],19,0.2753623188405797,33.79276009708852,109
[ 5874 21900],[21134],"['Organic Lemon', 'Organic Baby Spinach']",['Organic Strawberries'],3291,0.22677783902976847,27.830420450903656,109
[ 4797 13173 46663],[21900],"['Shredded Parmesan', 'Bag of Organic Bananas', 'Organic Ginger Root']",['Organic Baby Spinach'],76,0.35023041474654376,47.05698941513807,109
[21134 48853],[13173],"['Organic Strawberries', 'Authentic French Brioche']",['Bag of Organic Bananas'],414,0.3006535947712418,25.74591900045495,109
[24961 27842],[24849],"['Organic Garlic', 'Organic Whole Milk']",['Banana'],2056,0.23572575097454712,16.226705067134983,109
[17791 24961],[21134],"['Carrots', 'Organic Garlic']",['Organic Strawberries'],1407,0.1453812771233726,17.841346779487086,109
[34123],[26206],['Organic Italian Parsley Bunch'],['Limes'],7798,0.12373653226702211,28.533062190173467,109
[12842],[34123],['Chopped Walnuts'],['Organic Italian Parsley Bunch'],528,0.0504249832871741,27.059676216454346,109
[4797],[24849],['Shredded Parmesan'],['Banana'],8466,0.22462787550744248,15.462758186779325,109
[ 4797 12842],[24849],"['Shredded Parmesan', 'Chopped Walnuts']",['Banana'],94,0.3102310231023102,21.35544077702518,109
[22932 47622],[45004],"['Organic Yellow Onion', 'Large Lemon']",['Organic Zucchini'],1486,0.1282803867403315,39.65129964622039,109
[ 5874 47622],[22932],"['Organic Lemon', 'Large Lemon']",['Organic Yellow Onion'],38,0.12179487179487179,34.990941583872875,109
[36721],[47622],['Organic Sea Salt Roasted Seaweed Snacks'],['Large Lemon'],719,0.06725912067352666,14.146495668471003,109
[22824 44356],[5874],"['Organic Black Mission Figs', 'Organic Small Bunch Celery']",['Organic Lemon'],34,0.18994413407821228,70.39638803376701,109
[ 9836 29271],[45004],"['Organic Broccoli', 'Mung Bean Sprouts']",['Organic Zucchini'],6,0.14285714285714285,44.156955883658625,109
[29271],[9836],['Mung Bean Sprouts'],['Organic Broccoli'],42,0.03936269915651359,32.97281091868931,109
[41947],[27963],['Organic Tomato Cluster'],['Organic Raspberries'],6050,0.09053226989091236,21.470238577458915,109
[ 2596 31714 47762],[13173 21900],"['Fresh Pressed Virgin Coconut Oil', 'Organic Cilantro', 'Organic Avocado']","['Bag of Organic Bananas', 'Organic Baby Spinach']",1,0.3333333333333333,214.28367041768044,109
[22032 31714],[24961],"['Organic Whole String Cheese', 'Organic Cilantro']",['Organic Garlic'],315,0.16764236295902077,49.76052207380983,109
[22032],[19054],['Organic Whole String Cheese'],['Organic Large Extra Fancy Fuji Apple'],4048,0.06564075953882827,28.43998929953039,109
[15646],[49379],['Baby Seedless Cucumbers'],['Organic Bunch Beets'],111,0.010993364365653164,24.664041049399437,109
[15646],[16756],['Baby Seedless Cucumbers'],['Organic Carrot Bunch'],212,0.02099633554521145,18.904139753343106,109
[ 8274 22932 26206],[47205],"['Apple Honeycrisp Organic', 'Organic Yellow Onion', 'Limes']",['Organic Hass Avocado'],309,0.29372623574144485,44.97325978495232,109
[12611],[21900],['Yellow Grape Tomatoes'],['Organic Baby Spinach'],1315,0.1663925091737315,22.356512208150008,109
[ 8515 12611 27101],[13173 21900],"['Organic Red Onion', 'Yellow Grape Tomatoes', 'Fresh Cauliflower']","['Bag of Organic Bananas', 'Organic Baby Spinach']",2,0.058823529411764705,37.81476536782596,109
[21900 27101],[13173],"['Organic Baby Spinach', 'Fresh Cauliflower']",['Bag of Organic Bananas'],3423,0.25653900921831674,21.968247400524728,109
[23895],[47205],['Organic Gluten Free Fusilli'],['Organic Hass Avocado'],319,0.14272930648769575,21.85369026840219,109
[21900 23895],[21134],"['Organic Baby Spinach', 'Organic Gluten Free Fusilli']",['Organic Strawberries'],59,0.1873015873015873,22.985852356766475,109
[28051],[21134],['Roasted Red Pepper Hummus With Chips'],['Organic Strawberries'],145,0.16347237880496054,20.06150624644696,109
[21134 49231],[13173],"['Organic Strawberries', 'Organic Half & Half']",['Bag of Organic Bananas'],2741,0.2886782517114271,24.720432467838435,109
[ 8171 22932 34966],[21134],"['Organic Navel Orange', 'Organic Yellow Onion', 'Red Vine Tomato']",['Organic Strawberries'],22,0.16176470588235295,19.851938787685903,109
[24486],[26206],['Organic Whole Strawberries'],['Limes'],2527,0.0773776716271664,17.84292703390381,109
[24486],[17791],['Organic Whole Strawberries'],['Carrots'],1439,0.0440627105150346,19.80728506845759,109
[17791 24486 26206],[13173],"['Carrots', 'Organic Whole Strawberries', 'Limes']",['Bag of Organic Bananas'],52,0.28415300546448086,24.33292130762884,109
[12569 44356],[47205],"['6 OZ LA PANZANELLA CROSTINI ORIGINAL CRACKERS', 'Organic Small Bunch Celery']",['Organic Hass Avocado'],46,0.19491525423728814,29.844029229244317,109
[13173 24849],[21900],"['Bag of Organic Bananas', 'Banana']",['Organic Baby Spinach'],150,0.12458471760797342,16.73921364599082,109
[12569 24961 39272],[21900],"['6 OZ LA PANZANELLA CROSTINI ORIGINAL CRACKERS', 'Organic Garlic', 'Organic Blueberries']",['Organic Baby Spinach'],1,0.07142857142857142,9.597149157034737,109
[21935 27518],[40703],"['Green Bell Pepper', 'Organic Lacinato (Dinosaur) Kale']",['Organic Grape Tomatoes'],136,0.08745980707395498,33.58173989161463,109
[22032],[26206],['Organic Whole String Cheese'],['Limes'],4099,0.06646775527412477,15.327151651422913,109
[22032 47622],[13173],"['Organic Whole String Cheese', 'Large Lemon']",['Bag of Organic Bananas'],901,0.22197585612219758,19.008495195698856,109
[ 5874 21292 47762],[30388],"['Organic Lemon', 'Organic Spaghetti Squash', 'Organic Avocado']",['Organic Cucumber'],13,0.16883116883116883,67.16921586736304,109
[ 5874 30388],[13173],"['Organic Lemon', 'Organic Cucumber']",['Bag of Organic Bananas'],2976,0.34023093632102436,29.13505203433513,109
[15452 21900 45004],[13173],"['Organic Extra Virgin Oil Olive', 'Organic Baby Spinach', 'Organic Zucchini']",['Bag of Organic Bananas'],16,0.47058823529411764,40.29796017462514,109
[15452 45004 47762],[21900],"['Organic Extra Virgin Oil Olive', 'Organic Zucchini', 'Organic Avocado']",['Organic Baby Spinach'],6,0.20689655172413793,27.79863893761786,109
[15452],[13173],['Organic Extra Virgin Oil Olive'],['Bag of Organic Bananas'],524,0.2698249227600412,23.105962231949068,109
[13173 41784 47762],[21134 21900],"['Bag of Organic Bananas', 'Bartlett Pears', 'Organic Avocado']","['Organic Strawberries', 'Organic Baby Spinach']",14,0.03076923076923077,26.163172929451562,109
[27842 28120 47205],[22932],"['Organic Whole Milk', 'Organic Cut Green Beans', 'Organic Hass Avocado']",['Organic Yellow Onion'],6,0.1016949152542373,29.21634373104818,109
[45004 47622],[13173],"['Organic Zucchini', 'Large Lemon']",['Bag of Organic Bananas'],2127,0.17667580363817592,15.129308310016098,109
[34240 46663],[24849],"['Organic Baby Broccoli', 'Organic Ginger Root']",['Banana'],281,0.16103151862464182,11.084961861112328,109
[46663],[10746],['Organic Ginger Root'],['Organic Red Bell Pepper'],2678,0.04950641475949274,27.961232646902857,109
[36721],[47762],['Organic Sea Salt Roasted Seaweed Snacks'],['Organic Avocado'],853,0.07979420018709074,14.64830051628692,109
[36721],[12453],['Organic Sea Salt Roasted Seaweed Snacks'],['Organic Sunday Bacon'],108,0.01010289990645463,26.46151199223817,109
[9836],[19054],['Organic Broccoli'],['Organic Large Extra Fancy Fuji Apple'],2910,0.07207787382656726,31.228979901548936,109
[43765],[47205],['Organic Bell Pepper'],['Organic Hass Avocado'],4709,0.19353910648966338,29.633323331624453,109
[43765],[30388],['Organic Bell Pepper'],['Organic Cucumber'],2816,0.11573712547778554,46.04583394704464,109
[17791 31714 45596],[45004],"['Carrots', 'Organic Cilantro', 'Organic Strawberry Lemonade Fruit Juice Drink']",['Organic Zucchini'],1,0.5,154.54934559280517,109
[25135 37643 45004],[21900],"['Organic Plain Greek Whole Milk Yogurt', 'Organic Gala Apples', 'Organic Zucchini']",['Organic Baby Spinach'],18,0.26865671641791045,36.09674011302618,109
[47205 49243],[24849],"['Organic Hass Avocado', 'Coconut Yoghurt']",['Banana'],175,0.24717514124293785,17.014849248734226,109
[19054],[21134],['Organic Large Extra Fancy Fuji Apple'],['Organic Strawberries'],15763,0.2019447576099211,24.782877975136632,109
[24949],[21900],"['Tortilla Chips, Corn, Red Hot Blues']",['Organic Baby Spinach'],363,0.14015444015444015,18.831162940560052,109
[24949],[8515],"['Tortilla Chips, Corn, Red Hot Blues']",['Organic Red Onion'],113,0.04362934362934363,20.839294346522752,109
[21134 24949],[21900],"['Organic Strawberries', 'Tortilla Chips, Corn, Red Hot Blues']",['Organic Baby Spinach'],81,0.23893805309734514,32.1037378881339,109
[21134 24961],[13173],"['Organic Strawberries', 'Organic Garlic']",['Bag of Organic Bananas'],4906,0.30159218048810477,25.826293066362005,109
[12611 21134 27153],[24849],"['Yellow Grape Tomatoes', 'Organic Strawberries', 'Organic Black Beans']",['Banana'],12,0.3333333333333333,22.945739558293013,109
[12611 27153],[17791],"['Yellow Grape Tomatoes', 'Organic Black Beans']",['Carrots'],7,0.03763440860215054,16.917603362400023,109
[2449],[44356],['Taco Seasoning'],['Organic Small Bunch Celery'],386,0.041076939448760244,19.64512500174229,109
[27541],[13173],['Lemon Verbena Hand Soap'],['Bag of Organic Bananas'],831,0.161610268378063,13.839198837683035,109
[24961 32575],[13173],"['Organic Garlic', 'Organic Fresh Squeezed Orange Juice']",['Bag of Organic Bananas'],90,0.32967032967032966,28.23071385859728,109
[24181],[21134],['Red Peppers'],['Organic Strawberries'],6709,0.11530463177794964,14.150308495953754,109
[27518],[21134],['Organic Lacinato (Dinosaur) Kale'],['Organic Strawberries'],6260,0.13964486481663246,17.137368088009392,109
[31654],[21900],['Organic Basil Babe Level 1 Baby Food'],['Organic Baby Spinach'],89,0.13303437967115098,17.87451098604676,109
[31714 34463],[24961],"['Organic Cilantro', 'Sweet Potatoes']",['Organic Garlic'],36,0.14007782101167315,41.57866413638184,109
[10758 21900],[21134],"['Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes', 'Organic Baby Spinach']",['Organic Strawberries'],318,0.32682425488180883,40.10822426842193,109
[27153 47762],[21134],"['Organic Black Beans', 'Organic Avocado']",['Organic Strawberries'],946,0.18063776971548595,22.168061491385746,109
[22932 26206 27963],[21134 24849],"['Organic Yellow Onion', 'Limes', 'Organic Raspberries']","['Organic Strawberries', 'Banana']",60,0.05181347150259067,30.0408929362951,109
[26206],[24849],['Limes'],['Banana'],33103,0.2257125323878358,15.537422949642172,109
[22932 27963],[24849],"['Organic Yellow Onion', 'Organic Raspberries']",['Banana'],1325,0.1474351841548904,10.149028012041253,109
[22932 27153 47762],[24849 26206],"['Organic Yellow Onion', 'Organic Black Beans', 'Organic Avocado']","['Banana', 'Limes']",50,0.07704160246533127,78.70821738769598,109
[27153 27963 47762],[21134 22932 24849],"['Organic Black Beans', 'Organic Raspberries', 'Organic Avocado']","['Organic Strawberries', 'Organic Yellow Onion', 'Banana']",4,0.012048192771084338,127.17200637757021,109
[25253],[21134],['Cultured Low Fat Buttermilk'],['Organic Strawberries'],1036,0.1811188811188811,22.227104000554615,109
[25253],[24849],['Cultured Low Fat Buttermilk'],['Banana'],971,0.16975524475524476,11.685478904424397,109
[ 1193 21134 21900],[13173],"['Natural Artisan Water', 'Organic Strawberries', 'Organic Baby Spinach']",['Bag of Organic Bananas'],54,0.28272251308900526,24.210423717477667,109
[7619],[45004],['Organic Chicken & Wild Rice Soup'],['Organic Zucchini'],92,0.04038630377524144,12.483353638751604,109
[19054 22932 31675],[21134],"['Organic Large Extra Fancy Fuji Apple', 'Organic Yellow Onion', 'Gluten Free Cinnamon Raisin Bread']",['Organic Strawberries'],1,0.14285714285714285,17.53158230600833,109
[19054 47762],[22932],"['Organic Large Extra Fancy Fuji Apple', 'Organic Avocado']",['Organic Yellow Onion'],542,0.08636073932441045,24.810926275532683,109
[31675],[27963],['Gluten Free Cinnamon Raisin Bread'],['Organic Raspberries'],193,0.07056672760511883,16.735297581051167,109
[10758 15258],[13173],"['Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes', 'Organic Rosemary']",['Bag of Organic Bananas'],7,0.30434782608695654,26.062267721632562,109
[19054],[47205],['Organic Large Extra Fancy Fuji Apple'],['Organic Hass Avocado'],13849,0.177423900789177,27.165878329217893,109
[8171],[44356],['Organic Navel Orange'],['Organic Small Bunch Celery'],2816,0.0629963535491376,30.12812679655741,109
[ 8171 44356],[21134],"['Organic Navel Orange', 'Organic Small Bunch Celery']",['Organic Strawberries'],577,0.20490056818181818,25.145618229391918,109
[34445],[27963],['Original Veggie Straws'],['Organic Raspberries'],1573,0.08971141781681305,21.275568876931686,109
[ 5874 34445],[21134],"['Organic Lemon', 'Original Veggie Straws']",['Organic Strawberries'],202,0.31076923076923074,38.13793443183965,109
[21935],[27963],['Green Bell Pepper'],['Organic Raspberries'],3811,0.06570123265235756,15.581418002431516,109
[21935],[17791],['Green Bell Pepper'],['Carrots'],3485,0.060081027497629516,27.00791723753203,109
[21900 48178],[13173],"['Organic Baby Spinach', 'Gluten Free Spinach Cakes']",['Bag of Organic Bananas'],35,0.23809523809523808,20.388848897875814,109
[21134 21900 23195],[24961],"['Organic Strawberries', 'Organic Baby Spinach', 'Organic Chicken Drumsticks']",['Organic Garlic'],4,0.23529411764705882,69.84128551013158,109
[21134 21900 23195],[13173],"['Organic Strawberries', 'Organic Baby Spinach', 'Organic Chicken Drumsticks']",['Bag of Organic Bananas'],6,0.35294117647058826,30.223470130968852,109
[22932],[27842],['Organic Yellow Onion'],['Organic Whole Milk'],8372,0.07112032349043461,16.841784423527955,109
[34966],[44356],['Red Vine Tomato'],['Organic Small Bunch Celery'],1981,0.03497343007962149,16.726109950594047,109
[8515],[21134],['Organic Red Onion'],['Organic Strawberries'],9850,0.13911643409976837,17.07251850176931,109
[ 8515 21134 25135],[21900],"['Organic Red Onion', 'Organic Strawberries', 'Organic Plain Greek Whole Milk Yogurt']",['Organic Baby Spinach'],43,0.296551724137931,39.8447158105856,109
[21134 45004],[21900],"['Organic Strawberries', 'Organic Zucchini']",['Organic Baby Spinach'],3802,0.23657519756082385,31.78626440984662,109
[17945 22932 31714],[13173 21900],"['Frozen Organic Wild Blueberries', 'Organic Yellow Onion', 'Organic Cilantro']","['Bag of Organic Bananas', 'Organic Baby Spinach']",40,0.1593625498007968,102.4463762953054,109
[13173 47762],[21900],"['Bag of Organic Bananas', 'Organic Avocado']",['Organic Baby Spinach'],5206,0.21726972997788072,29.19238008268936,109
[ 5874 21900 33117],[47205],"['Organic Lemon', 'Organic Baby Spinach', 'Organic Egg Whites']",['Organic Hass Avocado'],93,0.35361216730038025,54.142565178000844,109
[21900 30388 37026],[47205],"['Organic Baby Spinach', 'Organic Cucumber', 'Cream Cheese Spread']",['Organic Hass Avocado'],91,0.4212962962962963,64.50587477126116,109
[ 2449 21134 47622],[26206],"['Taco Seasoning', 'Organic Strawberries', 'Large Lemon']",['Limes'],50,0.27932960893854747,64.41209364265161,109
[16756 24961 48675],[21134],"['Organic Carrot Bunch', 'Organic Garlic', 'Organic Garnet Sweet Potato (Yam)']",['Organic Strawberries'],92,0.2222222222222222,27.271350253790732,109
[16756 33117 48675],[21134],"['Organic Carrot Bunch', 'Organic Egg Whites', 'Organic Garnet Sweet Potato (Yam)']",['Organic Strawberries'],7,0.35,42.95237664972041,109
[24849 24961 30230],[21900],"['Banana', 'Organic Garlic', 'Organic Large Brown Grade AA Cage Free Eggs']",['Organic Baby Spinach'],106,0.2872628726287263,38.59666490254621,109
[30388 47622],[13173],"['Organic Cucumber', 'Large Lemon']",['Bag of Organic Bananas'],1878,0.24345346123930517,20.847690506466847,109
[ 8274 30388 47622],[21900],"['Apple Honeycrisp Organic', 'Organic Cucumber', 'Large Lemon']",['Organic Baby Spinach'],191,0.29475308641975306,39.60305068813408,109
[ 8274 45004],[13173],"['Apple Honeycrisp Organic', 'Organic Zucchini']",['Bag of Organic Bananas'],2258,0.3540849929433903,30.321418756138478,109
[35936],[31550],['Organic Jalapeno Pepper'],['Fresh Ginger Root'],481,0.022783251231527094,30.318296546141706,109
[31550 35936],[13173],"['Fresh Ginger Root', 'Organic Jalapeno Pepper']",['Bag of Organic Bananas'],79,0.16424116424116425,14.06449077820207,109
[12842 22932 45004],[24961],"['Chopped Walnuts', 'Organic Yellow Onion', 'Organic Zucchini']",['Organic Garlic'],25,0.24509803921568626,72.75133907305374,109
[ 9836 22932 24961],[13173],"['Organic Broccoli', 'Organic Yellow Onion', 'Organic Garlic']",['Bag of Organic Bananas'],378,0.35195530726256985,30.13904703004436,109
[12842],[24961],['Chopped Walnuts'],['Organic Garlic'],856,0.08174959411708528,24.26536115804209,109
[24961],[22932],['Organic Garlic'],['Organic Yellow Onion'],22923,0.20119189720544867,57.80123430911832,109
[21134 42614],[21900],"['Organic Strawberries', 'Organic Great Northern Beans']",['Organic Baby Spinach'],105,0.25862068965517243,34.74829867202232,109
[49379],[30388],['Organic Bunch Beets'],['Organic Cucumber'],1790,0.11874751227278758,47.24351161448978,109
[49379],[22032],['Organic Bunch Beets'],['Organic Whole String Cheese'],384,0.02547432665516784,13.970049026735419,109
[35137],[21134],['Organic Whole Cashews'],['Organic Strawberries'],2182,0.16415889256695756,20.145755954105567,109
[35137],[26937],['Organic Whole Cashews'],['Organic Large Green Asparagus'],245,0.01843213963286187,31.143009794692084,109
[ 4797 38161 48675],[21134],"['Shredded Parmesan', 'Almonds & Sea Salt in Dark Chocolate', 'Organic Garnet Sweet Potato (Yam)']",['Organic Strawberries'],1,0.125,15.340134517757287,109
[ 8274 45004 48675],[21134 24849],"['Apple Honeycrisp Organic', 'Organic Zucchini', 'Organic Garnet Sweet Potato (Yam)']","['Organic Strawberries', 'Banana']",22,0.03464566929133858,20.087186048426613,109
[21134 38161 48675],[24849],"['Organic Strawberries', 'Almonds & Sea Salt in Dark Chocolate', 'Organic Garnet Sweet Potato (Yam)']",['Banana'],27,0.34177215189873417,23.526644357237142,109
[47205 47668],[24849],"['Organic Hass Avocado', 'Uncured Hickory Smoked Sunday Bacon']",['Banana'],471,0.1754843517138599,12.079854692946359,109
[21134 24619 39981],[21900 47622],"['Organic Strawberries', 'Green Cabbage', 'Organic Dill']","['Organic Baby Spinach', 'Large Lemon']",1,0.1,140.64337519753806,109
[24961 31714 47205],[13173],"['Organic Garlic', 'Organic Cilantro', 'Organic Hass Avocado']",['Bag of Organic Bananas'],903,0.38491048593350385,32.961103295005884,109
[45004 46303],[47205],"['Organic Zucchini', '100% Pure Avocado Oil']",['Organic Hass Avocado'],37,0.30327868852459017,46.4358630131435,109
[25143 26206 41784],[47622],"['Original Orange Juice', 'Limes', 'Bartlett Pears']",['Large Lemon'],22,0.5945945945945946,125.06006282415557,109
[34966],[21900],['Red Vine Tomato'],['Organic Baby Spinach'],7895,0.13938174178627544,18.727343119662617,109
[ 9836 18653 22032],[21134 47205],"['Organic Broccoli', 'Organic Red Potato', 'Organic Whole String Cheese']","['Organic Strawberries', 'Organic Hass Avocado']",2,0.13333333333333333,106.51770801344892,109
[26206 48675],[13173],"['Limes', 'Organic Garnet Sweet Potato (Yam)']",['Bag of Organic Bananas'],1307,0.23360142984807863,20.004029873100894,109
[38659 45004],[47205],"['Roasted Almond Butter', 'Organic Zucchini']",['Organic Hass Avocado'],37,0.1434108527131783,21.958043750401192,109
[36692],[47205],['Organic Hothouse Cucumbers'],['Organic Hass Avocado'],5000,0.20146667741155613,30.84713627425772,109
[10746],[31714],['Organic Red Bell Pepper'],['Organic Cilantro'],4939,0.08248438491599586,38.18683308444716,109
[10746],[39272],['Organic Red Bell Pepper'],['Organic Blueberries'],4518,0.07545342195798123,24.296529195243984,109
[24486],[24961],['Organic Whole Strawberries'],['Organic Garlic'],2547,0.07799007900055116,23.149441341349654,109
[27541 27842],[13173],"['Lemon Verbena Hand Soap', 'Organic Whole Milk']",['Bag of Organic Bananas'],58,0.18770226537216828,16.073539131140933,109
[49379],[27101],['Organic Bunch Beets'],['Fresh Cauliflower'],1531,0.10156560965901552,46.27006289503428,109
[15869],[26206],['Celery Hearts'],['Limes'],876,0.06382513661202185,14.717776220826728,109
[22932 45004],[24849],"['Organic Yellow Onion', 'Organic Zucchini']",['Banana'],1971,0.15486760430580657,10.660655143253445,109
[5762],[22932],['Organic SprouTofu Teriyaki Tofu Cutlets'],['Organic Yellow Onion'],288,0.07457276022786122,21.42431005860395,109
